Team,Position,Status,Height,Weight,College,Experience,Active,PositionCategory,Name,Age,ExperienceString,BirthDateString,HeightFeet,HeightInches,Salary
DEN,QB,Active,"6'3""",215,Auburn,2,True,OFF,Jarrett Stidham,27.0,4th Season,"August 8, 1996",6,3,"$5,000,000"
NYJ,DL,Active,"6'2""",265,Auburn,3,True,DEF,Carl Lawson,28.0,7th Season,"June 29, 1995",6,2,"$15,000,000"
NO,LB,Active,"6'0""",228,Utah,0,True,DEF,Nephi Sewell,24.0,1st Season,"December 19, 1998",6,0,"$927,500"
CLE,G,Non-Football Illness,"6'5""",308,Southeast Missouri State,2,True,OFF,Drew Forbes,26.0,4th Season,"January 18, 1997",6,5,"$1,325,000"
NE,WR,Active,"6'0""",205,UCLA,11,True,OFF,Matthew Slater,38.0,16th Season,"September 9, 1985",6,0,"$2,667,500"
LAC,OT,Injured Reserve,"6'7""",320,William & Mary,1,True,OFF,Andrew Trainer,25.0,2nd Season,"December 18, 1997",6,7,"$856,667"
LAC,QB,Active,"6'1""",224,North Dakota State,2,True,OFF,Easton Stick,28.0,5th Season,"September 15, 1995",6,1,"$1,800,000"
KC,CB,Active,"6'1""",192,Louisiana Tech,2,True,DEF,L'Jarius Sneed,26.0,4th Season,"January 21, 1997",6,1,"$982,330"
BUF,DT,Active,"6'4""",329,East Carolina,7,True,DEF,Linval Joseph,35.0,14th Season,"October 10, 1988",6,4,"$1,165,000"
MIA,LB,Active,"6'3""",245,California,0,True,DEF,Cameron Goode,25.0,1st Season,"April 15, 1998",6,3,"$832,500"
ATL,DL,Active,"6'6""",272,Ohio State,0,True,DEF,Zach Harrison,22.0,Rookie,"August 14, 2001",6,6,"$1,392,112"
HOU,S,Injured Reserve,"5'11""",200,North Carolina,3,True,DEF,M.J. Stewart,28.0,6th Season,"September 16, 1995",5,11,"$3,000,000"
ARI,DT,Active,"6'2""",318,Arizona,1,True,DEF,Roy Lopez,26.0,3rd Season,"August 7, 1997",6,2,"$1,002,500"
WAS,OL,Active,"6'5""",313,Iowa State,1,True,OFF,Julian Good-Jones,26.0,2nd Season,"March 2, 1997",6,5,"$750,000"
DAL,LB,Injured Reserve,"6'4""",256,Boise State,3,True,DEF,Leighton Vander Esch,27.0,6th Season,"February 8, 1996",6,4,"$4,000,000"
NE,DL,Active,"6'5""",315,Alabama,1,True,DEF,Christian Barmore,24.0,3rd Season,"July 28, 1999",6,5,"$2,130,561"
NO,QB,Active,"6'1""",200,Fresno State,0,True,OFF,Jake Haener,24.0,Rookie,"March 16, 1999",6,1,"$1,136,204"
CAR,CB,Injured Reserve,"5'10""",180,Nebraska,1,True,DEF,Dicaprio Bootle,26.0,2nd Season,"September 17, 1997",5,10,"$997,500"
GB,LB,Active,"6'4""",232,Minnesota,4,True,DEF,De'Vondre Campbell,30.0,8th Season,"July 1, 1993",6,4,"$10,000,000"
WAS,S,Injured Reserve,"5'11""",200,South Alabama,2,True,DEF,Jeremy Reaves,27.0,5th Season,"August 29, 1996",5,11,"$2,627,000"
DAL,DE,Active,"6'4""",261,Mississippi,1,True,DEF,Sam Williams,24.0,2nd Season,"March 31, 1999",6,4,"$1,631,686"
,CB,Inactive,"6'0""",202,North Carolina,0,False,DEF,Kyler McMichael,23.0,1st Season,"March 22, 2000",6,0,"$832,500"
KC,S,Active,"5'10""",205,Kentucky,2,True,DEF,Mike Edwards,27.0,5th Season,"May 18, 1996",5,10,"$3,000,000"
NO,LB,Active,"6'3""",242,Ohio State,1,True,DEF,Pete Werner,24.0,3rd Season,"June 5, 1999",6,3,"$1,421,170"
JAX,S,Active,"6'0""",200,Wyoming,2,True,DEF,Andrew Wingard,27.0,5th Season,"December 5, 1996",6,0,"$3,200,000"
JAX,CB,Active,"5'11""",190,Vanderbilt,3,True,DEF,Tre Herndon,27.0,6th Season,"March 5, 1996",5,11,"$2,582,000"
LV,CB,Active,"5'11""",195,Maryland,0,True,DEF,Jakorian Bennett,23.0,Rookie,"August 23, 2000",5,11,"$1,165,899"
MIA,DT,Active,"6'7""",325,Alabama,2,True,DEF,Raekwon Davis,26.0,4th Season,"August 21, 1997",6,7,"$1,413,875"
PHI,DT,Active,"6'3""",314,Georgia,0,True,DEF,Jalen Carter,22.0,Rookie,"April 4, 2001",6,3,"$5,451,504"
